date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:53:54	9961/9961	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:34%20GMT	https://biotoxnutrition.com/assets/images/bottle-1.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bottle-1.png	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:53:54	6570/6570	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:35%20GMT	https://biotoxnutrition.com/assets/images/bottle1-sm.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bottle1-sm.png	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:53:54	27325/27325	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:34%20GMT	https://biotoxnutrition.com/assets/images/bottle-6.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bottle-6.png	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:53:54	10201/10201	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:36%20GMT	https://biotoxnutrition.com/assets/images/bottle6-sm.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bottle6-sm.png	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:53:54	1444/1444	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2031%20May%202021%2000:53:55%20GMT	https://biotoxnutrition.com/biotox-gold/c	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/biotox-gold/c.26.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
20:53:55	19123/19123	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:34%20GMT	https://biotoxnutrition.com/assets/images/bottle-3.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bottle-3.png	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:53:55	9095/9095	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:36%20GMT	https://biotoxnutrition.com/assets/images/bottle3-sm.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bottle3-sm.png	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:53:55	1444/1444	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2031%20May%202021%2000:53:55%20GMT	https://biotoxnutrition.com/biotox-gold/b	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/biotox-gold/b.27.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
20:53:55	81527/81527	U-----	200	untouched ('')	image/gif	date:Thu,%2031%20Dec%202020%2016:11:25%20GMT	https://biotoxnutrition.com/assets/images/spinner.gif	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/spinner.gif	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:53:55	1444/1444	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2031%20May%202021%2000:53:56%20GMT	https://biotoxnutrition.com/biotox-gold/POST	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/biotox-gold/POST	(from https://connect.facebook.net/en_US/fbevents.js)
20:54:51	1239/1239	U-----	200	untouched ('')	application/javascript	etag:W/%2260b0c48f-4d7%22	https://biotoxnutrition.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:54:53	19461/19461	U--M-Z	200	updated ('OK')	application/javascript	date:Mon,%2031%20May%202021%2000:54:52%20GMT	https://player.vimeo.com/api/player.js	C:/Users/cliffort/Documents/biotoxgold/player.vimeo.com/api/player.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:55:34	7972/7972	U-----	200	untouched ('')	application/javascript	date:Wed,%2023%20Sep%202020%2008:39:46%20GMT	https://biotoxnutrition.com/assets/js/lazyload.min.js	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/js/lazyload.min.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:55:34	1069/1069	U-----	200	untouched ('')	application/javascript	date:Wed,%2023%20Sep%202020%2008:39:46%20GMT	https://biotoxnutrition.com/assets/js/app.min.js?v=1.0.1	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/js/app.minf700.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:55:53	86927/86927	U-----	200	untouched ('')	application/javascript	etag:%225eb03ec4-1538f%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/Users/cliffort/Documents/biotoxgold/cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:56:32	68268/68268	U-----	200	untouched ('')	application/javascript	date:Thu,%2031%20Dec%202020%2016:11:25%20GMT	https://biotoxnutrition.com/assets/js/jquery.fancybox.min.js	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/js/jquery.fancybox.min.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:57:13	2847/2847	U-----	200	untouched ('')	application/javascript	date:Thu,%2031%20Dec%202020%2016:11:25%20GMT	https://biotoxnutrition.com/assets/js/bounceback.min.js	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/js/bounceback.min.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:57:14	1499/1499	U-----	200	untouched ('')	application/javascript	date:Mon,%2011%20Jan%202021%2011:42:17%20GMT	https://biotoxnutrition.com/assets/js/popup-mobile.js?v=1.0.2	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/js/popup-mobile0ff5.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:57:33	3572/3572	U-----	200	untouched ('')	application/javascript	date:Mon,%2011%20Jan%202021%2016:33:53%20GMT	https://biotoxnutrition.com/assets/js/video-settings.js?v=1.1.0	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/js/video-settings9f1e.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:57:48	13614/13614	U-----	200	untouched ('')	text/javascript	etag:W/%225753bdd2-d310-49fa-bd2b-065a8e512116%22	https://static.cloudflareinsights.com/beacon.min.js	C:/Users/cliffort/Documents/biotoxgold/static.cloudflareinsights.com/beacon.min.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:58:11	12332/12332	U-----	200	untouched ('')	application/javascript	etag:W/%2260b0c48f-302c%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/cliffort/Documents/biotoxgold/ajax.cloudflare.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://biotoxnutrition.com/biotox-gold/?hop=0&vendor=npounder95)
20:58:54	12218/12218	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:45%20GMT	https://biotoxnutrition.com/assets/images/video-paused.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/video-paused.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
20:59:12	37727/37727	U-----	200	untouched ('')	image/jpeg	date:Wed,%2023%20Sep%202020%2008:39:33%20GMT	https://biotoxnutrition.com/assets/images/bg--guarantee.jpg	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bg--guarantee.jpg	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
20:59:27	28580/28580	U-----	200	untouched ('')	image/jpeg	date:Mon,%2019%20Oct%202020%2014:21:17%20GMT	https://biotoxnutrition.com/assets/images/bg--guarantee01.jpg	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bg--guarantee01.jpg	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
20:59:50	53904/53904	U-----	200	untouched ('')	image/png	date:Mon,%2026%20Oct%202020%2012:33:55%20GMT	https://biotoxnutrition.com/assets/images/bg-leafs.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bg-leafs.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:00:32	47914/47914	U-----	200	untouched ('')	image/jpeg	date:Wed,%2023%20Sep%202020%2008:39:33%20GMT	https://biotoxnutrition.com/assets/images/bg--lady.jpg	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/bg--lady.jpg	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:00:51	10762/10762	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:41%20GMT	https://biotoxnutrition.com/assets/images/leaf-left.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/leaf-left.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:01:06	10945/10945	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:41%20GMT	https://biotoxnutrition.com/assets/images/leaf-right.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/leaf-right.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:01:29	316/316	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:38%20GMT	https://biotoxnutrition.com/assets/images/flask.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/flask.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:02:10	430/430	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:42%20GMT	https://biotoxnutrition.com/assets/images/link.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/link.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:02:10	10921/10921	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:31%20GMT	https://biotoxnutrition.com/assets/images/60-day-money-back-guarantee.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/60-day-money-back-guarantee.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:02:10	1520/1520	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:43%20GMT	https://biotoxnutrition.com/assets/images/quote.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/quote.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
21:02:10	4935/4935	U-----	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2008:39:45%20GMT	https://biotoxnutrition.com/assets/images/testimonial-after.png	C:/Users/cliffort/Documents/biotoxgold/biotoxnutrition.com/assets/images/testimonial-after.png	(from https://biotoxnutrition.com/assets/css/main.min.css?v=1.3.1)
